0,15463,5552,5084,2139,2849,6098,1246,4148,1953,987,1519,778,452,47,493,271,882,834,276,369,627,874,1279,6223,492,244,12422,14460,8618,13365,33620,883,1116,288,6456,1879,1918,16777,32915,11999,7471,7349,10437,7424,10050,4474,2724,5270,859,99,204,513,1699,658,1511,960,1306,380,777,2042,1598,515,1668,1713,3424,1513,215,1028,193,216,2066,3120,816,1442,565,920,8098,2327,179,4672,5558,1095,848,8814,355,1268,914,2664,2856,3259,12337,9561,7401,3644,4622,817,413,650,247,1601,19562,9548,3135,8595,6402,567,1998,2785,6037,7118,2533,3666,2177,6021,14607,979,2036,4854,4020,11864,15,47,681,360,3627,81,4376,2830,1724,9864,1551,5517,404,265,2996,33,538,4021,5572,59,75,205,579,87,12,263,617,44,84,13575,9975,1887,320,465,1068,7254,331,6488,7662,6075,1816,8415,1344,1781,5592,3291,5333,6652,4440,13078,16426,5727,8711,8678,9722,8764,3666,3511,1076,17547,23611,7411,8361,1836,5807,7544,1758,7624,2635,1734,919,819,283,22,503,397,511,856,254,504,761,295,262,3522,565,401,11225,9218,5277,9749,44497,545,1211,300,6850,3369,2444,25597,30556,13019,5709,10739,16466,13358,13009,7180,3897,5064,1122,99,183,873,1371,1100,1313,835,3078,1140,1436,4855,5727,922,5004,3499,3185,3544,242,644,340,401,928,2508,1217,884,539,1549,2370,5967,405,2390,2097,665,1102,13481,184,338,1815,7038,3183,7952,18654,15099,6174,7161,5154,4434,1676,2196,1825,1557,13200,15336,4302,7136,6364,1659,1876,5615,7242,8854,3013,5503,2259,10366,17499,1016,1572,6794,5115,8579,6,23,546,342,2323,6,7197,1727,1886,5158,2994,6702,203,3298,3557,40,420,5465,6946,224,11,337,648,81,15,320,461,56,325,13387,11910,1339,326,494,1057,6096,1016,12690,10626,5418,2253,10455,2118,1625,6168,4973,4095,5949,5738,14320,14081,5812,10142,14733,8743,5449,7895,7926,4853,18369,56,2678,0,4616,12,8752,14,2,34,115,1904,571,1736,2,3006,4248,8419,4699,13465,15391,6978,37722,34153,5,3870,6435,909,9728,29295,14264,227,106,346,142,2663,0,5164,8,4879,8,0,27,703,1681,522,2728,1,2975,1907,3061,2609,10095,9692,3884,32332,35882,16,4482,7136,857,14123,36545,11932,40,310,425
15463,0,22241,18136,3661,30,5442,144,4120,127,75,220,598,348,2092,2527,85,119,70,61,138,12,4,11,149,38,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,3,0,0,0,2173,0,9,9,10,0,1,33,232,1331,2110,53,3308,106,119,2468,10,0,0,5,0,0,7,3628,6670,10391,193,1498,372,80,269,1324,409,78,159,4,1231,138,58,1835,174,3244,2064,0,0,1,0,6,11,5,0,22,11,0,2,1,25,10,30,2,0,0,0,0,0,3,29,19,0,0,0,1,3,0,551,1,106,51,5897,1474,1,0,9,0,0,0,4,0,0,0,0,0,0,0,0,19,0,2,177,496,263,23,78,58,72,8,3,1,30,223,0,2,2,0,8,0,0,2,0,7,3,12,0,12,1,0,0,0,7919,1665,1954,109,507,1491,79,1577,326,79,1,3,1,1,11,1,1,3,1,0,2,0,2,6,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,4,6,0,0,2,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,28,24,1,42,9,0,0,6,4,1,10,0,0,0,0,1,6,4,2,0,0,0,0,9,1,34,0,168,51,0,2,3,131,13,51,11,0,0,0,0,0,0,5,0,0,0,0,0,24,0,2023,1,899,507,830,281,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11089,0,0,0,0,2232,0,0,1,2656,661,3360,0,0,0,1982,19402,1108,1,4,23,470,26,962,0,0,12,69,0,0,0,0,0,156,0,0,0,0,45,0,0,0,123,37,80,0,0,0,39,315,177,0,4,9,14,1,13,0,0,7,4
5552,22241,0,12071,5576,17,2986,148,932,43,55,88,203,232,1148,1318,60,63,47,45,34,4,7,14,63,14,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,3,0,0,0,1466,0,2,8,15,0,1,30,222,928,1589,78,2917,121,122,2310,11,0,0,3,0,0,9,2423,4610,6746,196,604,113,21,234,1339,139,39,102,0,994,103,43,1744,154,2904,2070,0,0,1,0,2,1,6,0,5,3,1,2,1,12,1,7,0,0,0,0,0,0,6,7,2,0,0,0,0,1,0,237,1,71,26,2566,757,0,0,6,0,0,1,1,0,0,0,0,0,0,3,0,14,0,1,111,417,267,14,70,19,63,4,0,1,13,184,0,0,2,0,0,1,0,2,0,1,1,4,0,3,0,1,0,0,3069,946,1025,43,146,733,31,671,99,32,0,0,0,0,4,0,0,1,0,0,3,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,22,17,0,0,4,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0,2,0,11,0,50,23,0,1,4,32,9,14,1,0,0,0,0,0,0,1,7,0,0,0,0,13,0,1009,1,473,156,353,185,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3507,0,0,0,0,890,0,0,0,815,331,1161,0,0,0,1062,9410,479,0,5,12,217,8,441,0,0,9,43,0,0,0,0,0,40,0,0,0,0,13,0,0,0,31,13,21,0,0,0,17,104,40,0,1,5,9,0,2,0,0,2,4
5084,18136,12071,0,10632,7,2550,446,531,41,44,285,1103,983,302,998,175,186,83,198,305,7,4,19,128,90,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,2,1,5,0,0,0,1802,1,4,16,38,0,6,89,344,767,1779,74,2817,128,125,1287,5,0,0,2,2,0,3,1910,2159,4007,104,499,78,14,240,1309,29,49,181,0,1033,85,50,1727,178,2397,1872,0,3,0,0,3,3,2,0,3,1,0,0,0,3,1,13,0,0,0,1,0,0,2,7,4,0,0,0,1,0,0,429,0,78,17,1759,1613,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0,13,0,1,59,151,117,14,33,8,26,1,0,1,9,44,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2532,812,1320,29,176,824,17,972,154,45,1,1,0,1,3,1,1,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,5,0,7,9,0,0,8,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,4,0,6,0,64,20,0,5,2,46,2,22,4,0,0,0,0,0,2,2,2,0,0,0,0,9,0,1474,2,608,276,324,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1611,0,0,0,0,609,0,0,0,494,281,854,0,0,0,853,5322,346,0,10,14,164,5,333,1,0,1,23,0,0,0,0,0,43,0,0,0,0,21,0,0,0,32,7,17,0,0,0,16,68,35,0,0,3,7,0,3,1,0,0,4
2139,3661,5576,10632,0,31,2998,2038,123,127,316,1432,3760,4134,115,972,838,944,384,1171,2081,62,11,28,382,697,200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,10,0,0,0,1,829,0,13,16,35,0,5,80,225,603,1197,76,2102,93,74,1160,7,0,0,0,0,0,1,1168,2118,2162,90,163,14,2,349,1822,13,86,454,2,847,104,66,1921,219,2303,2295,0,1,0,2,8,3,2,0,4,2,0,2,0,8,1,41,2,0,0,3,1,0,3,96,11,0,0,1,0,0,0,20,1,2,16,86,36,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,9,0,3,24,137,114,14,41,6,30,2,3,1,22,70,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,445,61,79,15,27,81,0,70,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,0,0,1,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,0,12,3,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,58,21,28,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637,0,0,0,0,142,0,0,0,125,66,184,0,1,0,158,1989,82,0,6,1,40,5,90,0,0,0,26,0,0,0,0,0,6,0,0,0,0,3,0,0,0,3,0,3,0,0,0,1,19,11,0,0,0,0,0,0,0,0,4,1
2849,30,17,7,31,0,82,244,388,624,167,131,32,23,4,28,44,93,87,64,28,234,28,131,161,234,31,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,399,2,149,88,310,0,18,547,627,45,521,179,363,63,178,12,0,0,0,0,0,0,0,53,33,201,0,218,85,18,23,98,18,10,82,0,194,92,20,211,26,99,76,1,2,1,1,185,8,24,1,213,25,0,32,25,567,43,1608,330,2,0,10,0,0,36,2052,741,0,0,6,3,13,0,1192,16,320,333,53,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,227,46,133,3,236,128,20,365,99,30,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,4,0,0,3,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,118,74,0,5,4,99,6,39,3,0,0,0,0,0,0,2,0,0,0,2,0,27,0,409,1,200,261,31,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,0,0,0,0,189,0,0,0,68,221,407,0,0,0,275,1486,185,0,0,10,52,4,131,0,0,0,3,0,0,0,0,0,37,0,0,0,0,7,0,0,0,29,12,25,0,0,0,16,69,50,0,0,5,4,0,3,0,0,0,0
6098,5442,2986,2550,2998,82,0,1475,811,289,539,576,1097,611,20,106,203,266,148,488,640,75,27,85,185,347,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,2,1,0,0,0,2414,0,46,72,205,0,11,526,1414,516,3035,262,3404,258,402,97,0,0,0,1,0,0,0,863,181,1926,7,754,68,11,51,517,7,27,188,2,904,106,65,665,97,672,474,0,1,11,3,22,3,3,1,5,3,0,3,0,4,4,82,4,1,1,0,1,0,13,115,5,0,0,0,0,0,0,531,0,123,9,1243,1936,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,8,0,2,0,4,0,1,0,0,2,0,3,0,1,0,0,0,7,0,2,0,0,0,0,0,0,0,0,3278,1205,1703,66,321,1690,60,1562,305,118,1,2,0,1,2,1,1,0,3,0,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,1,1,0,4,1,2,0,0,0,0,0,0,0,0,0,0,2,6,10,0,16,7,0,0,3,0,0,1,0,0,0,0,1,2,0,4,0,0,0,0,1,0,12,0,105,27,0,2,5,83,9,31,0,0,0,0,0,0,0,5,0,0,0,0,1,15,0,2243,1,1139,402,320,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1597,0,0,0,0,806,0,0,0,497,456,1075,0,0,0,1274,5840,482,0,2,37,262,9,645,0,0,0,14,0,0,0,0,0,43,0,0,0,0,13,0,0,0,38,7,21,0,0,0,20,98,54,0,0,3,3,1,6,0,0,0,2
1246,144,148,446,2038,244,1475,0,663,449,1151,1006,1340,465,11,193,302,712,716,1598,1842,334,72,58,638,1279,649,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,1,0,0,0,0,491,2,37,59,127,1,5,270,555,170,1028,185,1472,193,167,94,0,0,2,1,0,1,0,344,228,411,8,143,9,0,133,608,1,52,414,7,479,81,65,669,132,543,616,0,0,8,0,11,2,2,0,15,3,0,3,1,26,2,400,2,2,0,1,0,0,6,612,7,0,0,1,0,2,0,102,0,9,35,42,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,9,4,0,2,1,2,0,0,1,0,2,1,3,0,1,1,2,0,3,0,0,0,0,0,0,0,1,0,0,184,54,53,13,21,60,6,64,12,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,3,0,0,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,2,1,5,0,108,1,66,31,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,129,0,0,0,54,74,140,0,0,0,191,957,73,0,2,3,25,3,85,0,0,0,6,0,0,0,0,0,4,0,0,0,0,1,0,0,0,6,1,11,0,0,0,5,11,2,0,0,0,0,0,0,0,0,1,0
4148,4120,932,531,123,388,811,663,0,188,248,150,123,65,10,27,34,94,48,64,100,57,11,27,76,110,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,6,0,0,0,0,623,5,70,81,252,0,1,415,693,81,747,138,585,108,218,13,0,0,0,0,0,1,0,133,58,409,5,640,248,87,28,69,70,9,54,3,224,40,11,127,8,105,68,1,1,5,3,21,0,2,0,12,13,0,4,0,37,2,246,5,1,0,1,3,0,8,187,21,0,0,3,1,10,0,2009,1,750,299,1857,3311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520,521,1084,30,408,777,46,1536,232,60,3,0,3,0,2,4,0,2,2,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,5,0,0,4,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,4,0,19,11,0,3,4,2,1,3,0,0,3,0,0,5,1,3,0,0,0,0,4,0,18,0,158,94,0,3,7,108,4,46,2,0,0,0,0,0,0,3,1,0,0,1,0,33,0,2211,1,1151,613,199,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669,0,0,0,0,364,0,0,0,183,351,745,0,0,0,600,2582,389,0,0,33,137,8,303,0,0,0,8,0,0,0,0,0,47,0,0,0,0,25,0,0,0,33,20,31,0,0,0,16,99,61,0,1,6,4,0,6,0,0,0,2
1953,127,43,41,127,624,289,449,188,0,294,104,68,29,0,33,55,120,41,57,80,69,23,43,77,145,41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,475,7,57,62,195,0,10,368,654,60,673,115,523,94,176,17,0,0,0,0,0,0,0,82,53,350,0,241,55,11,13,61,6,8,66,0,181,39,21,129,17,84,104,0,0,6,0,31,2,1,0,21,6,0,0,0,50,0,350,14,1,1,0,0,0,7,373,47,0,0,3,0,1,0,338,0,198,79,72,608,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,444,122,294,5,134,260,16,455,180,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,3,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,2,6,0,1,2,0,1,1,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,53,14,0,0,2,50,3,25,0,0,0,0,0,0,0,1,2,0,0,0,0,19,0,501,0,250,269,43,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,0,0,0,0,193,0,0,0,117,193,310,0,0,0,280,1779,156,0,1,20,82,4,116,0,0,0,10,0,0,0,0,0,12,0,0,0,0,5,0,0,0,19,8,8,0,0,0,15,44,27,0,0,4,5,1,1,0,0,0,2
