0,68868,178,7367,65716,462,74040,2923,35453,2567,1958,1559,2550,14722,10865,2689,54733
68868,0,45,6609,17225,130,34860,2075,10276,1412,13576,420,1338,9196,35511,7045,14541
178,45,0,94423,13429,108579,65816,5439,597,19,93344,36080,17369,697,1385,9337,9112
7367,6609,94423,0,50719,72051,77628,9914,4880,13,3571,62862,27455,34851,3215,10685,21793
65716,17225,13429,50719,0,33841,23347,2407,39790,236,20096,73115,27318,21563,36601,39418,26967
462,130,108579,72051,33841,0,64213,12832,1510,21,21846,83341,28857,3701,2936,19805,15278
74040,34860,65816,77628,23347,64213,0,76672,10083,4178,33363,52368,28292,23749,5944,46060,86229
2923,2075,5439,9914,2407,12832,76672,0,1206,16968,7603,72702,116361,13941,8359,98371,175715
35453,10276,597,4880,39790,1510,10083,1206,0,1268,691,14564,10408,4139,17978,2599,20263
2567,1412,19,13,236,21,4178,16968,1268,0,418,4464,22955,155,143,79502,31376
1958,13576,93344,3571,20096,21846,33363,7603,691,418,0,1632,2736,1251,28271,41782,2960
1559,420,36080,62862,73115,83341,52368,72702,14564,4464,1632,0,151491,17668,4903,56834,104962
2550,1338,17369,27455,27318,28857,28292,116361,10408,22955,2736,151491,0,18104,4484,88836,154709
14722,9196,697,34851,21563,3701,23749,13941,4139,155,1251,17668,18104,0,2620,16904,52316
10865,35511,1385,3215,36601,2936,5944,8359,17978,143,28271,4903,4484,2620,0,20941,6957
2689,7045,9337,10685,39418,19805,46060,98371,2599,79502,41782,56834,88836,16904,20941,0,155192
54733,14541,9112,21793,26967,15278,86229,175715,20263,31376,2960,104962,154709,52316,6957,155192,0
