0	0.19282651	0.39253664	0.32256454	0.10429209	0.38405478	0.43376952	0.37052286	0.2174855	0.3278636	0.24165383	0.34328479	0.17140464	0.52752268	0.16174355	0.32681099	0.46316651	0.29660508	0.47136623	0.27335253	0.41704071	0.24212092	0.41706032	0.31580606	0.10273799	0.2939617	0.44559947	0.3280136	0.58266258	0.42374986	0.16604663	0.17290623	0.29956684	0.30627549	0.20591532	0.1408599	0.13710608	0.13381907	0.039895061	0.20199573	0.13333972	0.012407179	0.11268528	0.11338625	0.118269	0.037132848	0.19861984	0.12464284	0.015079585	0.54025298	0.16889279	0.25851566	0.31475651	0.08554469	0.35998413	0.34063604	0.32669428	0.18899941	0.32817575	0.18117797	0.34076846	0.13390183	0.41667494	0.16702057	0.32412335	0.26226068	0.22365752	0.31385189	0.25698245	0.4044432	0.18707183	0.38125771	0.28364536	0.067122132	0.18464459	0.33857372	0.31864879	0.50321293	0.31501764	0.13678233	0.13418466	0.25953999	0.28565282	0.27737042
0.19282651	0	0.15193056	0.31688368	0.072099783	0.24580269	0.15910012	0.20392939	0.15054721	0.25912568	0.21980958	0.31884664	0.054778576	0.1062111	0.12235696	0.27629995	0.31563571	0.030605877	0.22665308	0.31907111	0.31124553	0.36633602	0.38591805	0.27158725	0.17315	0.34434739	0.32863671	0.36080334	0.28796643	0.40385121	0.0045258584	0.036852483	0.28886199	0.40614825	0.25582817	0.22803253	0.17334752	0.21717499	0.066103004	0.11231332	0.045577142	0.035795834	0.22502394	0.16450089	0.21624161	0.076102279	0.11774494	0.039147303	0.03938837	0.23846461	0.39274624	0.16406654	0.31058484	0.059702083	0.23416577	0.19498731	0.21125865	0.16096656	0.2547186	0.18806684	0.31767949	0.042959213	0.12051456	0.12787543	0.29254657	0.33976817	0.014806024	0.29447836	0.31652254	0.2984902	0.34679899	0.37304369	0.28358278	0.15328771	0.29464698	0.33496878	0.34770346	0.28218466	0.4260107	-0.013124452	0.028516009	0.26974002	0.39511541	0.25492749
0.39253664	0.15193056	0	0.19924788	0.11825804	0.32242587	0.72977304	0.49621004	0.35923311	0.26064694	0.33588895	0.27976915	0.2339561	0.58828831	0.24148251	0.22686262	0.47789779	0.48343471	0.44597054	0.28934669	0.28462198	0.30938202	0.32249755	0.48689011	0.18113847	0.61329174	0.62299222	0.33350518	0.3329249	0.47092101	0.20636804	0.12960266	0.25408244	0.22748269	0.37130052	0.24346595	0.26428023	0.17309134	0.050198797	0.22662738	0.07396552	0.021020291	0.20465498	0.23156194	0.149266	0.044948637	0.21348064	0.063951291	0.021418419	0.27475184	0.13304037	0.56458741	0.19725558	0.095152736	0.28364328	0.55508476	0.35787886	0.30568728	0.25386477	0.25323221	0.26439005	0.19779558	0.46366271	0.21146332	0.21227124	0.24467136	0.37706712	0.25664359	0.28268307	0.2805765	0.22403781	0.25684035	0.4005903	0.11087015	0.40088636	0.45797101	0.27674872	0.29189783	0.25938043	0.18841951	0.091716774	0.23412681	0.19638325	0.48481452
0.32256454	0.31688368	0.19924788	0	0.089953259	0.48633331	0.31139639	0.26368815	0.26255548	0.51779675	0.19064136	0.77805197	0.10877215	0.20203933	0.2130295	0.41034213	0.27175617	0.061035257	0.20576476	0.71310747	0.49255505	0.33665994	0.48863697	0.4257555	0.12190787	0.29591435	0.30189812	0.61720961	0.42443946	0.39524916	0.058776308	0.082289949	0.35194096	0.39734983	0.24524601	0.19167002	0.10756864	0.12908179	0.047315817	0.1822107	0.077054232	0.018793393	0.1930425	0.099895217	0.13679083	0.062925771	0.19922978	0.080129951	0.023861704	0.36405155	0.30860373	0.20863025	0.84054643	0.080703251	0.48516187	0.34466761	0.29781044	0.27625388	0.50859714	0.1771165	0.77692533	0.094375581	0.22144096	0.24571458	0.42841932	0.28812367	0.055739999	0.24529339	0.68981826	0.49681544	0.32495481	0.50988925	0.45823127	0.10606248	0.27671573	0.32658207	0.62412214	0.4125461	0.44664928	0.04983338	0.070093878	0.32443643	0.40143192	0.24346234
0.10429209	0.072099783	0.11825804	0.089953259	0	0.16704181	0.14282474	0.15255772	0.098234273	0.10244694	0.10706346	0.10601128	0.088739559	0.13679494	0.12161674	0.098034076	0.10244983	0.097785622	0.10192265	0.091315739	0.11909113	0.095668815	0.12078331	0.11854985	0.068715245	0.10822316	0.13313705	0.12126365	0.1344059	0.12469658	0.049027111	0.12542708	0.094473273	0.12020981	0.079813153	0.064297654	0.047353767	0.05173352	0.01654988	0.12558584	0.072235107	0.01201612	0.059626356	0.044771772	0.041257158	0.014043659	0.1059975	0.050992955	0.013180975	0.097579829	0.067900032	0.090911925	0.089539602	0.057727236	0.13650912	0.12109667	0.13156725	0.089379437	0.098294377	0.081320129	0.10261233	0.077861927	0.12128905	0.089465246	0.095027454	0.071805835	0.072813548	0.083828218	0.089203738	0.11523521	0.080608636	0.10948615	0.11107099	0.051395215	0.072593868	0.11200552	0.11275172	0.12073012	0.10439897	0.047138114	0.05340378	0.084359191	0.10533907	0.09301123
0.38405478	0.24580269	0.32242587	0.48633331	0.16704181	0	0.460163	0.49297893	0.26900101	0.56964028	0.23509441	0.56142479	0.18541993	0.34747434	0.32541898	0.36034378	0.31298429	0.18934147	0.27480131	0.44522202	0.42246717	0.28689572	0.45059553	0.39341992	0.12734714	0.30486277	0.34927976	0.5958035	0.45583105	0.42130408	0.11189532	0.15612738	0.312264	0.36024156	0.27687666	0.17874947	0.12209337	0.14555183	0.041527543	0.25492439	0.13357157	0.023007827	0.17371559	0.1132554	0.14220876	0.049544267	0.26018363	0.12723362	0.024399456	0.37734601	0.23800516	0.3080993	0.4828338	0.12405144	0.65780097	0.45012328	0.46084818	0.27384207	0.53945422	0.22062598	0.54653132	0.17168996	0.3484447	0.32225195	0.36557662	0.28947595	0.16447461	0.28514057	0.43370074	0.41998452	0.25961792	0.45262384	0.41686314	0.098051026	0.26398528	0.34770915	0.58796853	0.42610076	0.4178226	0.11234628	0.1252217	0.27490917	0.34923032	0.27703577
0.43376952	0.15910012	0.72977304	0.31139639	0.14282474	0.460163	0	0.54860491	0.51903552	0.38040259	0.3222526	0.39570388	0.32311702	0.70304555	0.34112644	0.28382614	0.35856423	0.44478834	0.35194933	0.36460146	0.34050766	0.39690074	0.30716014	0.71026778	0.25837964	0.55677032	0.6093657	0.44134295	0.39648327	0.48250774	0.2657828	0.1778094	0.29376304	0.24874255	0.43392727	0.26357502	0.23247008	0.15157719	0.047306534	0.30469081	0.089350037	0.02997588	0.23565347	0.21066168	0.13961323	0.047798235	0.3015883	0.082969189	0.031376991	0.32834521	0.14881141	0.56534368	0.30959278	0.12462627	0.4175663	0.74052715	0.44186652	0.47119033	0.36726055	0.26941586	0.37863943	0.30874819	0.60985237	0.31463653	0.26821175	0.19796877	0.38117585	0.23112169	0.35949519	0.33616403	0.32039177	0.27589339	0.62989801	0.1866869	0.41442734	0.50874925	0.39106283	0.35933271	0.2920337	0.26221594	0.13989531	0.26746726	0.23303629	0.51674408
0.37052286	0.20392939	0.49621004	0.26368815	0.15255772	0.49297893	0.54860491	0	0.22258648	0.3596459	0.30550984	0.31939611	0.15521337	0.46947289	0.21731214	0.26642668	0.40476033	0.37300658	0.37424752	0.28007734	0.32566956	0.29601896	0.39320558	0.32592434	0.09269353	0.46412653	0.40427616	0.51329124	0.35854077	0.55771255	0.10944148	0.14365718	0.24888304	0.30691481	0.34189099	0.20978338	0.18234833	0.16644683	0.045888275	0.21473731	0.11107727	0.01988316	0.18375579	0.16358092	0.14943165	0.045442756	0.20605546	0.09733849	0.019396283	0.2922217	0.1848906	0.38622975	0.26230595	0.11860904	0.41323948	0.45701087	0.51372892	0.20447756	0.33452567	0.25217459	0.31086847	0.12292755	0.37724003	0.20609978	0.26206726	0.296655	0.2819511	0.29533586	0.27358994	0.31259313	0.2421623	0.34326103	0.30339304	0.053617444	0.33176193	0.32545936	0.45698234	0.31384203	0.41625401	0.10368793	0.094563089	0.2161286	0.27579379	0.39663509
0.2174855	0.15054721	0.35923311	0.26255548	0.098234273	0.26900101	0.51903552	0.22258648	0	0.25999546	0.20370319	0.32680368	0.33041906	0.40203661	0.30603346	0.22410902	0.11969989	0.17628044	0.12674883	0.30716768	0.26489288	0.34645024	0.18477368	0.62230885	0.31830224	0.28597343	0.42163906	0.21326065	0.28284979	0.18812653	0.20841867	0.12787113	0.25034627	0.1963409	0.2728202	0.21822628	0.16492371	0.11090595	0.037338778	0.28604332	0.061918855	0.048443254	0.20532034	0.15447158	0.106594	0.041999228	0.28198066	0.058448154	0.050907739	0.20185348	0.14793035	0.28770387	0.26116148	0.092386112	0.25639382	0.43768191	0.21084711	0.49033356	0.26018322	0.17386656	0.29855067	0.32956043	0.3861469	0.26762864	0.21230273	0.048898689	0.15453108	0.087712102	0.30720407	0.26531675	0.29550517	0.18340819	0.54740578	0.25722274	0.22393169	0.37611926	0.20687155	0.27369967	0.1412493	0.20064195	0.11146781	0.23554818	0.19088343	0.32463765
0.3278636	0.25912568	0.26064694	0.51779675	0.10244694	0.56964028	0.38040259	0.3596459	0.25999546	0	0.22167549	0.54868209	0.14709087	0.28339162	0.18972453	0.33863059	0.27019268	0.15662892	0.24532044	0.53021312	0.40020263	0.31933275	0.40525258	0.35660234	0.150304	0.32125136	0.31463081	0.55613929	0.3975592	0.36365971	0.093109146	0.10314399	0.32240111	0.34013444	0.37485209	0.23571016	0.17896882	0.17979297	0.052098181	0.19886275	0.076745331	0.035563756	0.24142353	0.17865007	0.18765683	0.066236697	0.20985194	0.074978054	0.038545839	0.3371982	0.26292896	0.28325555	0.52265483	0.093408898	0.53740752	0.41110045	0.39167112	0.26552531	0.86638129	0.22596174	0.53502768	0.13901047	0.30840772	0.21107438	0.3412787	0.29400438	0.16733724	0.29152557	0.5329541	0.40145481	0.31099039	0.42892784	0.38284186	0.13617437	0.33079019	0.34851119	0.57866132	0.37514874	0.40394723	0.10253114	0.080901481	0.29027006	0.34616312	0.35350484
